Date,Store ID,Product ID,Units Sold,Sales Amount,Discount Applied,Customer Segment
2024-10-27,S002,P46,53,919.2835752982517,8.82,Premium
,S005,P005,23,1133.9220259324352,4.25,Premium
2024-10-09,S002,P001,19,285.10712068279247,11.99,New
2024-10-14,S003,P006,38,1838.1171250822324,11.68,Premium
,S001,P010,80,3788.626838529563,6.05,Premium
2024-11-03,S002,P005,34,1231.5440427491908,12.77,Premium
2024-10-23,S004,P009,17,471.0353998047601,1.11,New
2024-10-26,S003,P010,27,1250.5680810167698,2.06,Regular
2024-10-23,S004,P002,95,3117.333557021935,2.9,New
2024-10-22,S001,P005,6,224.06927716322187,0.37,New
2024-11-05,S005,P55,86,2822.5697828965685,11.89,Regular
2024-10-25,S002,P005,95,2150.393314387509,14.03,Regular
2024-11-05,S003,P005,94,2066.563002070426,8.14,Regular
2024-10-30,S003,P009,60,638.0957133016216,11.32,Premium
2024-10-09,S004,P004,79,2760.1936521577654,6.19,Regular
2024-10-24,S005,P005,7,224.15091039114753,8.93,Premium
2024-11-02,S003,P010,62,2035.021244474947,1.71,New
2024-11-05,S001,P007,65,1534.2168900656002,12.62,Premium
2024-10-26,S001,P79,62,2762.137118893938,7.59,Premium
2024-10-30,S001,P010,3,115.75199201808013,11.95,Regular
,S001,P002,47,1625.5161589217998,2.47,Premium
2024-10-11,S004,P006,93,4218.75732371082,9.88,Premium
2024-10-21,S005,P003,17,303.10496126450175,12.9,Regular
2024-10-12,S002,P005,16,436.93556353950873,1.63,Premium
2024-10-17,S003,P002,44,21206.242727392768,7.53,Premium
,S002,P008,57,2368.2711171809874,3.62,Regular
2024-10-29,S003,P009,41,744.2585215342684,4.68,New
2024-10-21,S002,P010,82,1758.508168766715,6.11,Premium
2024-10-30,S005,P002,75,3204.6658582377595,3.3,Regular
2024-10-10,S002,P004,25,366.1052669657211,,New
2024-10-29,S001,P008,95,1072.9881813774746,12.78,Regular
2024-10-28,S003,P001,13,143.33196537651517,0.19,Regular
2024-10-18,S002,P001,1,17.696466711053972,9.69,Regular
2024-11-02,S005,P005,27,474.55077723819187,11.97,Regular
2024-10-22,S002,P009,21,981.7015888675005,2.81,New
2024-10-21,S001,P008,39,1365.2816109061769,13.75,Regular
